identifier;title;courseCredits;Center;AcademicDepartment;isCurrentlyOffered;TeachingUniversity;Term;YearOfStudy;ClassHours;MonitoringHours;NonAttendanceHours;courseHours;typology;BacherlorsDegree;homepage;EnglishFriendly;TeachingStaff
"G502";"El Centro Escolar como Comunidad Educativa";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"BÁSICA";"Grado en Magisterio en Educación Infantil";"https://web.unican.es/estudios/detalle-asignatura?c=G502&p=110";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Permanente Laboral;"
"G502";"El Centro Escolar como Comunidad Educativa";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"BÁSICA";"Grado en Magisterio en Educación Infantil";"https://web.unican.es/estudios/detalle-asignatura?c=G502&p=110";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Permanente Laboral;"
"G552";"El Centro Escolar como Comunidad Educativa";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"BÁSICA";"Grado en Magisterio en Educación Primaria";"https://web.unican.es/estudios/detalle-asignatura?c=G552&p=111";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad; 1 - Programas de Formación;"
"G552";"El Centro Escolar como Comunidad Educativa";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"BÁSICA";"Grado en Magisterio en Educación Primaria";"https://web.unican.es/estudios/detalle-asignatura?c=G552&p=111";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad; 1 - Programas de Formación;"
"G543";"El Mensaje Cristiano";6,00;"FACULTAD DE EDUCACION";"DPTO. EDUCACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OPTATIVA";"Grado en Magisterio en Educación Infantil";"https://web.unican.es/estudios/detalle-asignatura?c=G543&p=110";"No";"1 - Profesor Asociado;"
"G193";"El Paisaje: Análisis, Valoración y Protección";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;7;82;150;"OPTATIVA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G193&p=69";"No";"1 - Profesor Titular de Universidad;"
"G1974";"Elasticidad y Plasticidad";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS";"DPTO. INGENIERIA ESTRUCTURAL Y MECANICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";56;22;68;146;"OBLIGATORIA";"Grado en Ingeniería Civil";"https://web.unican.es/estudios/detalle-asignatura?c=G1974&p=212";"No";"1 - Profesor Asociado; 1 - Profesor Titular  Escuela Universitaria;"
"G706";"Elasticidad y Resistencia de Materiales";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ESTRUCTURAL Y MECANICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";58;12;78;148;"OBLIGATORIA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G706&p=108";"No";"1 - Profesor Ayudante Doctor; 1 - Profesor Titular  Escuela Universitaria;"
"G744";"Elasticidad y Resistencia de Materiales I";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ESTRUCTURAL Y MECANICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;9;81;150;"OBLIGATORIA";"Grado en Ingeniería Mecánica";"https://web.unican.es/estudios/detalle-asignatura?c=G744&p=109";"Si";"1 - Profesor Titular de Universidad;"
"G749";"Elasticidad y Resistencia de Materiales II";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ESTRUCTURAL Y MECANICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;9;81;150;"OBLIGATORIA";"Grado en Ingeniería Mecánica";"https://web.unican.es/estudios/detalle-asignatura?c=G749&p=109";"Si";"1 - Profesor Titular de Universidad;"
"G1042";"Electrónica";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. INGENIERÍA INFORMÁTICA Y ELECTRÓNICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Náutica y Transporte Marítimo";"https://web.unican.es/estudios/detalle-asignatura?c=G1042&p=125";"No";"1 - Catedrático de Universidad; 2 - Profesor Titular de Universidad;"
"G1042";"Electrónica";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. INGENIERÍA INFORMÁTICA Y ELECTRÓNICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Náutica y Transporte Marítimo";"https://web.unican.es/estudios/detalle-asignatura?c=G1042&p=125";"No";"1 - Catedrático de Universidad; 2 - Profesor Titular de Universidad;"
"G1073";"Electrónica";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. INGENIERÍA INFORMÁTICA Y ELECTRÓNICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Marina";"https://web.unican.es/estudios/detalle-asignatura?c=G1073&p=124";"No";"1 - Catedrático de Universidad; 2 - Profesor Titular de Universidad;"
"G1073";"Electrónica";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. INGENIERÍA INFORMÁTICA Y ELECTRÓNICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Marina";"https://web.unican.es/estudios/detalle-asignatura?c=G1073&p=124";"No";"1 - Catedrático de Universidad; 2 - Profesor Titular de Universidad;"
"G1101";"Electrónica";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. INGENIERÍA INFORMÁTICA Y ELECTRÓNICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Marítima y Arquitectura Naval";"https://web.unican.es/estudios/detalle-asignatura?c=G1101&p=112";"No";"1 - Catedrático de Universidad; 2 - Profesor Titular de Universidad;"
"G1101";"Electrónica";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. INGENIERÍA INFORMÁTICA Y ELECTRÓNICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Marítima y Arquitectura Naval";"https://web.unican.es/estudios/detalle-asignatura?c=G1101&p=112";"No";"1 - Catedrático de Universidad; 2 - Profesor Titular de Universidad;"
"G700";"Electrónica";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G700&p=108";"Si";"1 - Profesor Contratado Doctor; 1 - Profesor Permanente Laboral;"
"G700";"Electrónica";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G700&p=108";"Si";"1 - Profesor Contratado Doctor; 1 - Profesor Permanente Laboral;"
"G740";"Electrónica";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";52;15;75;142;"OBLIGATORIA";"Grado en Ingeniería Mecánica";"https://web.unican.es/estudios/detalle-asignatura?c=G740&p=109";"Si";"1 - Profesor Contratado Doctor;"
"G740";"Electrónica";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";52;15;75;142;"OBLIGATORIA";"Grado en Ingeniería Mecánica";"https://web.unican.es/estudios/detalle-asignatura?c=G740&p=109";"Si";"1 - Profesor Contratado Doctor;"
"G858";"Electrónica";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Eléctrica";"https://web.unican.es/estudios/detalle-asignatura?c=G858&p=103";"Si";"1 - Catedrático de Universidad; 1 - Profesor Titular de Universidad;"
"G858";"Electrónica";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Eléctrica";"https://web.unican.es/estudios/detalle-asignatura?c=G858&p=103";"Si";"1 - Catedrático de Universidad; 1 - Profesor Titular de Universidad;"
"G993";"Electrónica Analógica";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G993&p=107";"Si";"1 - Profesor Asociado; 1 - Profesor Contratado Doctor; 1 - Profesor Permanente Laboral;"
"G827";"Electrónica Analógica y Mixta";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OPTATIVA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G827&p=99";"Si";"1 - Profesor Contratado Doctor; 1 - Profesor Permanente Laboral;"
"G77";"Electrónica Aplicada";6,00;"FACULTAD DE CIENCIAS";;False;;"Cuatrimestral";"4";0;0;0;0;"OPTATIVA";"Grado en Física";"https://web.unican.es/estudios/detalle-asignatura?c=G77&p=67";;
"G1001";"Electrónica Aplicada e Instrumentación Electrónica";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;22;68;150;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G1001&p=107";"Si";"1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G812";"Electrónica Básica";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERÍA INFORMÁTICA Y ELECTRÓNICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";59;16;66;142;"BÁSICA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G812&p=99";"No";"1 - Profesor Titular de Universidad;"
"G812";"Electrónica Básica";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERÍA INFORMÁTICA Y ELECTRÓNICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";59;16;66;142;"BÁSICA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G812&p=99";"No";"1 - Profesor Titular de Universidad;"
"G610";"Electrónica Básica, Control e Instrumentación";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OPTATIVA";"Grado en Ingeniería de los Recursos Energéticos";"https://web.unican.es/estudios/detalle-asignatura?c=G610&p=101";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 1 - Profesor Permanente Laboral;"
"G831";"Electrónica de Instrumentación y Control";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OPTATIVA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G831&p=99";"No";"1 - Profesor Asociado; 1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G1000";"Electrónica de Potencia";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;22;68;150;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G1000&p=107";"Si";"1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G873";"Electrónica de Potencia";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;12;78;150;"OBLIGATORIA";"Grado en Ingeniería Eléctrica";"https://web.unican.es/estudios/detalle-asignatura?c=G873&p=103";"No";"1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G833";"Electrónica de Radiofrecuencia";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA DE COMUNICACIONES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";22;18;72;112;"OPTATIVA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G833&p=99";"Si";"2 - Profesor Titular de Universidad;"
"G999";"Electrónica Digital";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G999&p=107";"Si";"1 - No definido; 1 - Profesor Titular de Universidad;"
"G999";"Electrónica Digital";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G999&p=107";"Si";"1 - No definido; 1 - Profesor Titular de Universidad;"
"G814";"Electrónica Digital I";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;20;70;150;"OBLIGATORIA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G814&p=99";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G814";"Electrónica Digital I";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;20;70;150;"OBLIGATORIA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G814&p=99";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G815";"Electrónica Digital II";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G815&p=99";"No";"1 - Catedrático de Universidad; 1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G815";"Electrónica Digital II";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. TECNOLOGIA ELECTRONICA E INGENIERIA DE SISTEMAS Y AUTOMATICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G815&p=99";"No";"1 - Catedrático de Universidad; 1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G589";"Electrotecnia";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;3;87;150;"OBLIGATORIA";"Grado en Ingeniería de los Recursos Energéticos";"https://web.unican.es/estudios/detalle-asignatura?c=G589&p=101";"No";"1 - Profesor Asociado; 1 - Profesor Permanente Laboral;"
"G589";"Electrotecnia";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;3;87;150;"OBLIGATORIA";"Grado en Ingeniería de los Recursos Energéticos";"https://web.unican.es/estudios/detalle-asignatura?c=G589&p=101";"No";"1 - Profesor Asociado; 1 - Profesor Permanente Laboral;"
"G620";"Electrotecnia";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;3;87;150;"OBLIGATORIA";"Grado en Ingeniería de los Recursos Mineros";"https://web.unican.es/estudios/detalle-asignatura?c=G620&p=102";"No";"1 - Profesor Asociado; 1 - Profesor Permanente Laboral;"
"G620";"Electrotecnia";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;3;87;150;"OBLIGATORIA";"Grado en Ingeniería de los Recursos Mineros";"https://web.unican.es/estudios/detalle-asignatura?c=G620&p=102";"No";"1 - Profesor Asociado; 1 - Profesor Permanente Laboral;"
"G773";"Electrotecnia";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Química";"https://web.unican.es/estudios/detalle-asignatura?c=G773&p=113";"No";"1 - Profesor Asociado; 1 - Profesor Titular de Universidad;"
"G990";"Electrotecnia";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;17;72;150;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G990&p=107";"No";"1 - Profesor de Sustitución; 1 - Profesor Permanente Laboral;"
"G990";"Electrotecnia";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;17;72;150;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G990&p=107";"No";"1 - Profesor de Sustitución; 1 - Profesor Permanente Laboral;"
"G998";"Electrotecnia Aplicada";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G998&p=107";"No";"1 - Catedrático de Universidad; 1 - Profesor Asociado;"
"G998";"Electrotecnia Aplicada";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G998&p=107";"No";"1 - Catedrático de Universidad; 1 - Profesor Asociado;"
"G703";"Electrotecnia y Máquinas Eléctricas";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";63;23;60;146;"OBLIGATORIA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G703&p=108";"No";"1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G703";"Electrotecnia y Máquinas Eléctricas";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";63;23;60;146;"OBLIGATORIA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G703&p=108";"No";"1 - Profesor Ayudante Doctor; 1 - Profesor Titular de Universidad;"
"G738";"Electrotecnia y Máquinas Eléctricas";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Mecánica";"https://web.unican.es/estudios/detalle-asignatura?c=G738&p=109";"No";"1 - Catedrático de Universidad; 1 - Profesor Asociado;"
"G738";"Electrotecnia y Máquinas Eléctricas";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Ingeniería Mecánica";"https://web.unican.es/estudios/detalle-asignatura?c=G738&p=109";"No";"1 - Catedrático de Universidad; 1 - Profesor Asociado;"
"G1196";"Elementos de Derecho de la Empresa";6,00;"FACULTAD DE DERECHO";"DPTO. DERECHO PRIVADO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;6;84;150;"OBLIGATORIA";"Grado en Relaciones Laborales";"https://web.unican.es/estudios/detalle-asignatura?c=G1196&p=118";"No";"2 - Profesor Asociado;"
